timestamp,sensor_id,frequency_hz,amplitude_db,snr_db,bearing_deg,range_m,depth_m,temperature_c,salinity_psu,label
2025-09-23T01:52:27.162457Z,SEN-049,27167.84,-51.36,6.64,182.92,69.08,51.24,10.15,36.99,whale
2025-09-07T08:40:27.902856Z,SEN-022,49612.76,-50.57,6.09,308.73,468.96,315.95,1.12,31.63,fish_school
2025-09-13T22:12:33.953728Z,SEN-026,42821.57,-46.94,5.08,54.21,1082.26,280.29,5.09,37.81,ambient_noise
2025-09-06T16:44:19.376903Z,SEN-006,15289.28,-49.97,6.46,133.16,617.04,110.35,16.63,31.52,ambient_noise
2025-09-02T23:54:20.501871Z,SEN-032,15122.19,-34.55,7.0,332.77,589.9,421.38,19.26,35.1,ambient_noise
2025-09-24T06:56:04.760895Z,SEN-048,24230.51,-48.34,10.1,286.49,811.99,398.24,3.09,30.6,fish_school
2025-09-07T01:11:28.441752Z,SEN-011,20289.47,-58.3,8.7,215.05,84.04,149.9,7.24,34.15,fish_school
2025-09-21T14:13:19.833319Z,SEN-010,18620.54,-51.99,13.96,276.84,1541.54,121.1,11.87,32.0,fish_school
2025-09-01T16:02:17.035853Z,SEN-047,31385.9,-58.68,0.77,161.42,275.07,153.04,20.47,32.49,fish_school
2025-09-01T03:54:22.090216Z,SEN-039,673.47,-62.48,26.71,327.85,1378.35,204.3,2.25,32.96,fish_school
2025-08-26T16:53:14.240220Z,SEN-034,38190.65,-70.41,10.18,215.88,858.46,26.92,13.47,31.87,ship
2025-09-14T07:40:15.108757Z,SEN-031,37028.64,-61.19,17.77,250.43,860.94,89.65,22.1,36.94,seafloor_reflection
2025-09-05T19:48:34.980315Z,SEN-012,41533.25,-51.04,13.86,234.71,680.04,218.11,4.22,31.22,ambient_noise
2025-09-20T16:48:31.280967Z,SEN-044,42088.39,-68.02,10.97,242.2,1697.02,358.73,16.37,33.44,sonar_ping
2025-09-08T23:10:54.775528Z,SEN-016,28363.34,-55.81,13.61,230.78,1899.08,74.8,13.22,37.85,ambient_noise
2025-09-23T19:34:12.062538Z,SEN-038,39025.69,-63.36,12.72,26.56,1825.02,21.63,11.72,34.7,ambient_noise
2025-08-31T08:02:56.834085Z,SEN-003,24670.52,-59.48,8.59,217.39,823.12,209.53,28.02,35.05,fish_school
2025-09-20T19:52:45.948724Z,SEN-002,47581.34,-60.04,29.15,282.02,1013.32,86.86,11.87,35.83,ship
2025-09-18T01:37:13.739819Z,SEN-005,9615.86,-57.53,18.92,0.14,372.68,273.25,13.4,36.94,ambient_noise
2025-09-17T21:32:04.118700Z,SEN-011,45789.29,-36.79,-2.75,321.0,592.76,180.29,1.87,36.56,ship
2025-09-20T02:42:52.824662Z,SEN-025,13000.67,-64.63,18.41,342.8,32.14,65.89,10.95,32.91,ambient_noise
2025-09-17T14:24:28.881907Z,SEN-035,5225.9,-59.78,10.57,46.15,523.7,207.01,15.71,36.7,ambient_noise
2025-09-13T13:20:57.771052Z,SEN-035,22011.31,-61.55,23.09,192.62,1236.42,395.33,0.28,31.64,ship
2025-08-29T16:58:01.420336Z,SEN-022,30784.37,-74.41,7.39,39.81,924.2,41.76,1.49,33.24,whale
2025-08-26T17:53:22.554624Z,SEN-037,11626.39,-50.81,-8.68,101.88,563.18,231.21,7.17,35.34,ambient_noise
2025-09-22T09:28:52.318921Z,SEN-022,27834.23,-67.74,7.19,223.74,1748.33,107.52,22.27,31.96,sonar_ping
2025-09-13T06:27:32.312621Z,SEN-011,40413.88,-45.68,-2.82,109.03,224.32,145.5,23.5,32.84,ambient_noise
2025-09-18T15:58:39.355593Z,SEN-032,12928.54,-67.25,4.55,131.6,1019.99,126.81,24.05,34.1,fish_school
2025-09-09T05:10:00.632504Z,SEN-035,29058.08,-55.57,5.43,268.61,2907.06,1.8,17.2,31.93,ambient_noise
2025-08-29T06:55:57.523174Z,SEN-031,17031.7,-42.08,13.02,206.99,2206.72,372.21,25.07,36.09,whale
2025-08-29T12:36:16.270772Z,SEN-045,26535.45,-54.87,12.04,186.5,576.2,337.37,4.11,35.83,ambient_noise
2025-09-15T08:04:39.921880Z,SEN-008,33379.26,-65.29,15.12,116.7,1975.34,66.72,27.71,37.38,ship
2025-09-07T16:17:27.576962Z,SEN-020,17586.09,-68.35,14.44,253.49,494.01,128.44,24.19,30.53,sonar_ping
2025-08-31T18:50:54.788990Z,SEN-042,49724.7,-81.37,25.53,152.63,1346.27,159.82,17.99,37.2,ship
2025-09-09T12:25:07.762537Z,SEN-034,28232.38,-63.16,10.01,323.57,2420.78,399.3,17.43,30.13,ambient_noise
2025-08-27T16:42:04.262282Z,SEN-004,41240.63,-73.63,14.11,216.58,750.66,48.09,3.35,36.59,ambient_noise
2025-09-12T05:29:24.571145Z,SEN-018,36284.25,-59.75,17.08,193.79,1629.23,264.37,24.03,32.06,whale
2025-09-02T20:08:45.601679Z,SEN-004,42654.99,-63.72,4.83,289.13,874.06,49.29,14.95,35.22,fish_school
2025-09-18T16:42:47.886235Z,SEN-020,8772.67,-58.47,-0.11,174.76,550.21,343.75,24.64,35.35,whale
2025-09-04T01:55:52.894913Z,SEN-009,11205.43,-70.98,12.95,100.54,1525.11,250.44,9.47,33.09,fish_school
2025-09-08T10:13:45.323803Z,SEN-016,24421.82,-64.74,6.8,55.83,1424.84,67.31,1.53,31.65,submarine
2025-08-26T02:50:15.136825Z,SEN-026,42631.2,-54.27,16.24,202.25,62.67,135.37,15.17,30.29,whale
2025-08-27T22:37:57.030546Z,SEN-038,9960.57,-56.57,15.87,152.95,749.37,197.02,26.44,34.64,ship
2025-09-06T13:03:57.995589Z,SEN-025,48556.19,-77.87,17.91,143.06,61.52,14.2,2.66,35.63,seafloor_reflection
2025-09-09T04:01:36.156970Z,SEN-004,6467.36,-51.78,3.71,125.79,335.54,353.06,12.35,33.0,ambient_noise
2025-09-12T18:29:07.958108Z,SEN-041,8836.39,-70.32,5.4,241.78,867.07,56.27,25.02,31.53,whale
2025-09-03T12:28:04.101398Z,SEN-045,8444.97,-75.18,10.86,186.84,1266.79,195.78,6.86,31.3,ambient_noise
2025-09-15T14:51:27.746223Z,SEN-041,29341.7,-62.11,8.57,193.41,1781.78,122.47,7.87,32.12,ship
2025-09-20T13:45:31.950897Z,SEN-038,45885.3,-35.71,13.65,110.92,232.35,63.84,18.64,36.4,ship
2025-09-18T03:57:48.460595Z,SEN-019,12830.06,-63.24,20.88,220.91,84.96,126.61,25.94,31.21,seafloor_reflection
2025-08-26T22:59:46.692686Z,SEN-014,27696.54,-58.92,9.2,145.27,2170.35,299.52,17.31,33.48,ship
2025-09-09T04:26:08.704675Z,SEN-021,8871.05,-53.04,-0.84,277.01,393.09,56.36,3.06,35.21,fish_school
2025-08-28T22:01:13.719843Z,SEN-015,31593.73,-68.61,-5.63,190.63,143.98,121.92,27.88,36.78,ship
2025-09-02T00:44:35.378499Z,SEN-003,6249.99,-56.83,-0.34,104.2,2365.13,444.81,16.06,34.1,fish_school
2025-09-24T08:52:04.139131Z,SEN-037,24616.41,-68.18,-0.6,53.18,891.62,81.45,10.28,35.44,ambient_noise
2025-08-30T01:04:03.144584Z,SEN-046,32793.57,-54.38,15.34,251.98,625.26,208.71,22.61,34.08,ambient_noise
2025-09-09T17:40:12.791129Z,SEN-016,28998.48,-55.95,9.62,133.6,442.53,300.03,20.74,36.06,fish_school
2025-09-13T07:32:34.360736Z,SEN-014,7086.02,-56.84,10.6,23.58,232.35,214.16,9.19,36.28,fish_school
2025-09-15T20:14:43.901033Z,SEN-009,8152.53,-58.25,15.77,329.37,889.89,86.81,25.66,36.25,fish_school
2025-09-11T13:25:04.084981Z,SEN-047,33602.41,-39.85,20.9,139.19,1270.23,256.59,2.52,35.89,ship
2025-08-26T01:30:20.733894Z,SEN-007,40464.57,-57.62,8.44,268.54,1350.16,81.05,26.37,36.47,fish_school
2025-09-04T13:31:22.408351Z,SEN-014,45412.91,-54.68,15.94,165.21,439.04,261.04,3.03,36.41,seafloor_reflection
2025-09-10T07:13:23.277036Z,SEN-006,40699.21,-56.31,12.82,320.73,2215.29,176.47,1.08,36.91,ambient_noise
2025-08-28T09:44:04.663166Z,SEN-021,48698.8,-70.01,-2.46,10.47,866.83,152.38,25.94,33.74,ambient_noise
2025-09-05T06:55:19.703077Z,SEN-015,20471.77,-67.69,-1.87,93.39,1283.89,516.38,1.98,37.1,ambient_noise
2025-08-26T18:22:37.155370Z,SEN-008,16625.17,-70.84,7.28,196.48,1619.15,162.63,29.74,30.6,ship
2025-08-28T03:02:50.162009Z,SEN-034,1506.38,-67.83,11.58,116.36,704.74,175.32,2.47,32.86,ship
2025-09-06T16:15:19.829298Z,SEN-040,22549.8,-65.07,13.84,267.37,1394.51,243.98,24.86,37.39,ship
2025-08-29T18:01:33.931863Z,SEN-001,32603.44,-62.02,8.42,247.83,1110.54,4.18,28.92,33.32,submarine
2025-09-11T19:06:00.576077Z,SEN-032,40788.89,-62.14,-3.57,9.19,772.15,159.44,17.18,36.91,ambient_noise
2025-09-15T10:53:07.897387Z,SEN-049,13446.02,-54.24,7.06,216.18,1070.75,201.62,5.08,34.43,ambient_noise
2025-09-18T18:53:35.421474Z,SEN-005,25728.2,-46.49,-4.7,300.92,553.67,232.2,4.85,32.06,fish_school
2025-08-31T18:34:44.130466Z,SEN-030,33134.28,-48.57,8.36,113.62,338.85,135.87,22.81,30.78,ship
2025-08-30T19:03:29.550599Z,SEN-022,27624.98,-57.22,14.48,50.17,1114.53,21.64,2.02,35.58,ambient_noise
2025-08-28T21:45:34.539530Z,SEN-020,13773.63,-68.31,13.43,265.79,1127.14,291.57,20.58,31.79,seafloor_reflection
2025-09-13T20:42:01.904200Z,SEN-016,39834.49,-49.51,5.98,324.15,1210.61,340.8,8.65,34.61,ship
2025-09-15T23:07:59.780437Z,SEN-007,8750.71,-65.51,13.24,236.49,2142.13,79.61,27.8,33.14,ambient_noise
2025-08-26T17:12:45.984771Z,SEN-007,45258.49,-55.66,1.04,304.58,1246.22,374.06,16.62,35.36,whale
2025-09-22T20:32:36.839647Z,SEN-002,47634.58,-57.19,4.87,359.52,713.95,187.62,6.67,34.98,fish_school
2025-08-27T07:53:24.264608Z,SEN-047,18342.11,-70.61,-3.25,179.78,1169.73,57.39,25.4,34.86,fish_school
2025-09-11T00:12:14.798483Z,SEN-014,18871.47,-65.26,5.75,336.7,2803.22,195.05,29.5,34.13,fish_school
2025-09-16T00:59:39.563800Z,SEN-031,37189.59,-54.87,3.8,123.97,111.2,13.9,22.33,35.51,ship
2025-09-20T21:34:06.666133Z,SEN-041,22868.8,-61.53,6.73,268.43,2375.5,291.77,20.94,35.71,ship
2025-09-16T04:36:48.025470Z,SEN-014,1527.65,-30.88,7.83,324.53,1334.88,245.68,25.71,31.69,ambient_noise
2025-09-18T19:42:53.888700Z,SEN-005,46001.85,-64.45,11.99,187.52,1063.24,40.53,0.61,34.77,ship
2025-09-04T22:52:29.596454Z,SEN-011,21594.44,-70.08,-5.71,225.53,772.32,17.35,26.67,30.11,whale
2025-09-19T05:08:41.392214Z,SEN-040,10254.41,-59.27,3.12,349.38,669.26,128.65,7.49,34.13,sonar_ping
2025-08-28T04:09:12.379212Z,SEN-005,27827.64,-63.22,17.83,90.42,353.96,140.79,17.71,36.35,ambient_noise
2025-09-21T14:44:19.469892Z,SEN-029,11023.42,-77.15,17.97,128.15,1135.12,112.19,13.42,30.48,seafloor_reflection
2025-09-11T04:44:14.136373Z,SEN-011,10380.5,-51.65,10.45,278.02,1711.48,156.91,13.0,32.58,ambient_noise
2025-09-19T06:55:30.517126Z,SEN-005,27331.99,-50.09,10.62,122.75,883.36,95.3,13.51,30.29,ambient_noise
2025-09-08T08:08:23.690854Z,SEN-049,19613.01,-51.46,0.98,180.28,643.91,355.02,20.51,34.53,ambient_noise
2025-09-14T01:50:48.083332Z,SEN-032,28692.36,-56.8,7.01,18.16,403.06,93.13,20.28,37.41,fish_school
2025-09-10T13:28:50.394529Z,SEN-036,49841.59,-61.35,16.58,203.57,1057.67,390.36,11.28,32.59,fish_school
2025-09-16T17:12:54.737773Z,SEN-015,42965.01,-58.27,0.04,225.64,1461.55,125.92,29.79,32.92,ambient_noise
2025-08-28T05:14:39.610806Z,SEN-019,482.77,-61.22,11.16,29.74,1821.36,93.32,28.99,31.71,fish_school
2025-08-27T13:55:27.299087Z,SEN-022,2622.73,-66.34,14.46,87.8,501.01,134.0,4.72,35.89,submarine
2025-09-02T04:23:06.279937Z,SEN-034,30542.96,-44.59,10.38,155.95,620.25,145.16,20.64,34.05,submarine
2025-08-30T13:20:34.508236Z,SEN-017,31350.18,-47.35,8.81,281.25,1579.33,532.23,15.35,32.21,seafloor_reflection
2025-09-20T22:09:17.701990Z,SEN-012,43921.72,-53.4,8.73,7.8,58.34,59.93,8.13,30.34,seafloor_reflection
2025-09-01T08:18:17.352615Z,SEN-025,31489.95,-64.27,14.0,119.29,855.37,382.14,24.25,36.82,fish_school
2025-09-24T01:05:37.440466Z,SEN-017,11462.96,-54.15,11.56,1.76,1606.9,266.12,6.74,35.53,fish_school
2025-09-04T21:02:08.589654Z,SEN-010,23478.96,-62.38,13.96,187.66,928.31,169.41,20.11,37.81,fish_school
2025-08-31T05:35:44.334848Z,SEN-028,40468.37,-62.78,7.07,179.56,1051.82,8.49,22.08,34.49,submarine
2025-09-18T11:03:13.227896Z,SEN-018,46148.97,-60.16,7.43,271.93,82.14,405.22,12.08,37.67,ambient_noise
2025-09-14T12:44:25.251481Z,SEN-018,11922.06,-55.59,14.39,1.41,569.69,8.6,1.13,35.57,seafloor_reflection
2025-09-09T17:10:17.994430Z,SEN-045,27026.28,-64.01,2.87,273.14,1236.44,248.11,9.6,33.44,fish_school
2025-09-11T10:19:57.021413Z,SEN-032,8030.48,-61.39,0.97,320.84,1618.25,58.19,24.27,31.87,ambient_noise
2025-09-16T08:17:45.706665Z,SEN-014,24900.28,-46.83,28.18,114.27,710.1,366.76,20.19,30.48,ambient_noise
2025-09-01T14:57:29.386914Z,SEN-016,4596.69,-76.74,13.38,120.13,1942.5,77.21,14.55,30.04,ambient_noise
2025-09-24T15:49:52.207802Z,SEN-018,47092.23,-49.83,8.03,0.38,1019.94,264.89,21.35,36.65,ambient_noise
2025-09-24T00:19:18.573667Z,SEN-016,31939.02,-61.32,4.44,154.48,991.64,144.59,6.48,34.99,ambient_noise
2025-09-14T06:42:18.876394Z,SEN-017,42725.42,-64.6,2.65,220.69,2128.94,66.75,27.78,31.49,fish_school
2025-08-31T18:08:28.730191Z,SEN-007,49914.93,-63.03,9.61,44.17,649.96,25.94,25.18,35.49,whale
2025-09-15T04:14:06.301765Z,SEN-012,9215.03,-59.89,9.24,236.58,969.79,342.74,0.97,37.34,whale
2025-08-27T22:27:12.973457Z,SEN-034,34737.76,-50.72,13.51,131.67,1704.88,276.0,20.09,30.45,ambient_noise
2025-08-26T16:32:25.983100Z,SEN-010,44360.62,-58.25,-0.39,242.28,783.05,95.32,8.32,36.43,whale
2025-09-02T12:00:08.744404Z,SEN-005,28839.31,-64.92,-0.07,90.4,1366.8,140.28,14.87,36.68,ambient_noise
2025-09-08T15:33:33.401251Z,SEN-021,32020.85,-53.09,12.08,278.87,1016.25,0.51,5.91,35.22,submarine
2025-09-20T19:37:37.031402Z,SEN-003,20442.79,-60.96,13.09,197.59,1377.4,65.47,22.02,37.49,ambient_noise
2025-09-16T14:01:56.926217Z,SEN-019,33770.57,-54.73,17.23,191.95,1550.49,209.64,1.35,37.73,submarine
2025-09-17T01:13:10.000333Z,SEN-045,19839.34,-57.29,23.29,175.74,1843.13,31.51,16.61,36.18,ambient_noise
2025-09-07T12:49:33.420272Z,SEN-044,23883.32,-70.62,7.85,303.11,1342.64,192.93,3.3,31.35,ambient_noise
2025-09-05T03:32:38.198065Z,SEN-035,5235.3,-54.28,15.37,199.53,1916.34,300.72,9.22,30.66,whale
2025-09-05T21:37:07.171039Z,SEN-006,489.64,-76.44,1.68,57.46,579.23,225.24,5.8,33.39,ambient_noise
2025-09-24T09:34:42.366587Z,SEN-014,2852.04,-61.0,-10.0,225.29,1347.03,5.01,13.01,33.21,ship
2025-08-26T23:20:57.721524Z,SEN-004,9706.83,-70.1,2.17,185.07,122.02,195.79,14.44,31.15,ambient_noise
2025-09-20T18:44:00.335332Z,SEN-045,22884.53,-79.73,6.17,24.82,450.75,446.17,19.77,30.32,seafloor_reflection
2025-09-12T03:07:01.356403Z,SEN-018,1147.6,-57.54,27.2,209.19,1557.98,416.96,13.49,31.99,sonar_ping
2025-09-07T22:16:25.863922Z,SEN-029,7881.24,-51.67,-3.3,28.58,1620.82,153.84,21.74,32.31,fish_school
2025-09-16T12:39:22.553179Z,SEN-035,39094.09,-60.31,15.93,260.94,853.46,127.1,24.2,37.39,ship
2025-09-09T08:52:20.593556Z,SEN-038,38132.11,-47.15,5.27,235.72,1956.23,319.25,29.81,37.84,ship
2025-09-20T23:20:07.730491Z,SEN-016,39507.54,-59.99,13.98,177.57,314.89,136.11,3.71,37.88,fish_school
2025-09-21T18:58:33.928900Z,SEN-020,46084.89,-58.23,10.34,269.56,1814.48,24.35,12.27,36.5,fish_school
2025-09-07T10:06:35.339839Z,SEN-024,6041.64,-68.42,2.68,101.07,857.09,273.11,7.63,36.17,sonar_ping
2025-09-03T01:47:12.347816Z,SEN-035,8240.68,-54.18,18.2,160.71,503.91,76.4,21.74,37.51,fish_school
2025-09-12T12:57:46.749097Z,SEN-044,16744.33,-54.63,13.59,5.5,189.65,133.7,15.47,32.72,ambient_noise
2025-09-22T03:22:20.489221Z,SEN-019,45765.55,-64.18,9.88,355.79,615.51,201.95,3.34,34.31,ambient_noise
2025-09-01T02:08:51.091286Z,SEN-004,38796.34,-72.82,12.35,20.25,166.73,108.8,1.88,34.7,submarine
2025-09-13T11:00:24.081980Z,SEN-033,16273.65,-74.94,6.6,37.6,207.58,307.31,15.02,34.6,ambient_noise
2025-09-13T17:11:38.787863Z,SEN-002,4473.03,-49.92,-5.46,178.16,1414.44,305.17,10.52,33.45,whale
2025-09-16T18:18:43.651483Z,SEN-013,30857.36,-71.66,10.9,135.33,548.88,307.02,15.8,37.8,ambient_noise
2025-08-29T17:11:58.137233Z,SEN-045,12915.28,-44.77,27.81,191.65,761.93,393.02,7.46,32.56,sonar_ping
2025-09-16T05:51:53.005839Z,SEN-030,26604.51,-67.84,16.76,300.6,1229.02,188.35,11.63,31.77,ship
2025-09-22T00:58:26.990948Z,SEN-034,47095.99,-62.98,12.35,57.1,497.56,86.14,29.22,35.91,ambient_noise
2025-08-31T03:50:33.315575Z,SEN-030,28673.6,-31.68,13.08,230.23,2090.46,55.11,7.23,37.35,fish_school
2025-09-01T21:30:06.995586Z,SEN-024,46199.34,-64.71,9.99,6.49,395.66,41.27,0.7,37.75,fish_school
2025-09-23T21:52:30.781139Z,SEN-048,19712.64,-69.64,-7.92,284.42,394.71,19.84,27.68,36.43,seafloor_reflection
2025-08-31T04:46:26.958806Z,SEN-044,31704.23,-63.39,1.59,293.63,791.5,41.51,24.1,33.07,ambient_noise
2025-09-20T09:37:40.859397Z,SEN-033,44705.11,-75.17,9.49,136.58,140.13,278.38,13.63,36.52,ambient_noise
2025-09-09T12:54:38.901296Z,SEN-041,29440.57,-62.82,17.39,62.4,210.56,176.42,15.97,36.1,sonar_ping
2025-09-02T04:28:37.642236Z,SEN-049,30783.44,-59.28,24.65,291.98,748.19,305.24,10.06,33.22,sonar_ping
2025-09-20T21:24:38.441481Z,SEN-010,35843.77,-50.06,1.39,327.32,870.46,10.02,4.29,30.84,ambient_noise
2025-09-08T03:05:25.918350Z,SEN-018,44117.18,-54.9,15.25,27.11,747.26,124.06,8.04,36.83,ambient_noise
2025-09-10T05:08:21.278769Z,SEN-019,4500.19,-58.54,-7.84,208.73,819.79,627.82,10.74,32.44,whale
2025-09-05T13:07:07.590867Z,SEN-007,16909.28,-38.5,7.35,337.74,1478.97,403.89,16.67,30.9,seafloor_reflection
2025-09-12T13:23:43.304302Z,SEN-019,19944.47,-54.0,9.78,231.74,834.37,555.15,8.47,37.89,whale
2025-08-30T16:12:28.575123Z,SEN-024,45494.51,-45.65,23.48,295.32,1191.44,482.12,9.69,37.41,sonar_ping
2025-09-06T12:02:58.040384Z,SEN-015,47804.8,-51.09,3.47,82.74,1649.32,188.42,16.44,36.05,sonar_ping
2025-09-23T20:26:51.436876Z,SEN-041,6106.99,-46.04,7.22,36.84,522.1,238.01,8.47,30.54,fish_school
2025-09-02T12:19:36.554944Z,SEN-042,6043.47,-48.52,17.94,135.43,997.47,215.2,29.16,35.78,ship
2025-09-14T11:19:16.131874Z,SEN-023,46749.6,-51.66,4.13,142.24,1070.42,115.72,13.39,35.29,ambient_noise
2025-09-04T12:36:27.343853Z,SEN-004,14859.02,-53.9,5.77,283.03,119.24,439.67,24.24,31.97,fish_school
2025-09-17T23:22:17.039163Z,SEN-038,12166.54,-45.14,-1.53,146.27,727.13,364.77,20.42,33.67,fish_school
2025-08-29T16:41:59.225965Z,SEN-004,1877.58,-65.86,14.99,85.18,1035.48,386.73,4.06,37.72,seafloor_reflection
2025-09-23T20:44:30.846227Z,SEN-005,13852.24,-67.34,-1.46,319.08,159.83,17.01,23.46,30.14,ship
2025-09-08T09:11:57.188649Z,SEN-041,34706.97,-75.96,18.42,281.76,2290.26,89.41,7.44,33.76,fish_school
2025-09-01T20:25:37.498377Z,SEN-044,21359.2,-54.76,0.01,240.23,1563.86,238.74,26.73,34.67,fish_school
2025-08-27T23:23:18.266462Z,SEN-023,25891.83,-48.38,3.94,74.56,179.07,20.47,21.66,36.95,sonar_ping
2025-08-30T20:41:47.187370Z,SEN-040,45873.05,-70.4,0.62,73.73,439.57,196.61,21.52,35.64,submarine
2025-09-10T08:42:28.772040Z,SEN-037,5823.02,-67.24,7.74,176.89,4.85,0.86,9.18,30.8,submarine
2025-09-04T21:06:46.930693Z,SEN-011,3654.91,-45.59,18.61,191.13,1082.53,10.1,11.79,33.02,ambient_noise
2025-09-19T15:16:00.381751Z,SEN-011,42611.34,-53.06,4.41,92.19,757.61,440.14,21.95,31.0,ship
2025-09-07T16:42:35.158714Z,SEN-013,38765.3,-53.49,2.16,44.41,1563.71,571.65,10.9,37.45,ambient_noise
2025-09-02T05:32:42.091930Z,SEN-014,13260.34,-55.85,9.86,130.75,147.98,341.95,13.59,35.53,fish_school
2025-09-13T06:48:54.502661Z,SEN-008,16279.28,-62.12,9.47,154.47,1379.36,107.32,16.77,32.0,ship
2025-09-15T23:21:01.243550Z,SEN-025,15582.86,-75.55,15.43,18.92,1259.87,182.77,8.95,31.13,fish_school
2025-08-30T18:44:27.322662Z,SEN-018,32425.66,-54.08,-0.52,203.27,2007.53,276.03,22.9,30.99,ambient_noise
2025-08-30T19:09:23.706002Z,SEN-044,3154.45,-38.68,11.9,0.72,1147.32,311.51,8.24,34.09,ship
2025-08-26T20:52:27.035995Z,SEN-044,24521.14,-57.01,19.92,54.42,303.39,200.5,1.59,32.1,submarine
2025-09-16T20:40:48.720433Z,SEN-018,6780.26,-71.44,1.88,52.91,2057.5,323.76,23.6,37.74,whale
2025-09-14T16:24:36.032979Z,SEN-010,41004.95,-62.0,11.52,247.52,783.8,228.43,11.14,33.14,fish_school
2025-09-09T00:12:17.927327Z,SEN-007,19095.08,-50.5,1.86,174.92,669.98,65.68,25.38,37.94,ambient_noise
2025-09-20T02:16:24.501111Z,SEN-044,26425.85,-49.31,18.76,300.97,1096.39,268.54,18.71,36.89,ship
2025-09-18T22:33:11.733830Z,SEN-014,1562.95,-44.42,23.54,95.35,1964.91,374.59,24.93,37.25,ambient_noise
2025-09-12T07:55:33.209899Z,SEN-015,3007.39,-49.4,0.47,75.81,1847.26,256.05,11.44,33.11,ambient_noise
2025-09-20T19:37:33.856473Z,SEN-016,33785.24,-79.98,12.33,289.04,1458.3,70.48,16.79,30.97,fish_school
2025-08-31T22:40:35.113798Z,SEN-002,38361.85,-57.71,12.86,159.91,1709.71,218.33,0.38,36.72,ship
2025-08-29T03:03:10.350862Z,SEN-030,35530.78,-74.42,11.07,98.72,1332.96,103.98,7.71,30.04,ambient_noise
2025-09-02T20:41:25.690435Z,SEN-030,36877.23,-53.66,8.19,150.57,260.24,48.49,26.24,33.59,ambient_noise
2025-08-27T11:34:23.828367Z,SEN-018,5320.53,-52.68,5.43,153.1,1756.98,47.98,13.22,31.17,submarine
2025-09-10T16:54:46.113962Z,SEN-031,34703.2,-68.21,-2.52,205.96,974.22,80.03,19.08,37.22,ambient_noise
2025-09-22T20:49:36.651812Z,SEN-044,9169.2,-63.0,8.7,13.56,980.17,245.06,8.4,36.95,ambient_noise
2025-08-26T22:47:53.154796Z,SEN-048,4990.97,-66.43,16.91,89.26,1036.87,414.09,25.58,31.1,submarine
2025-08-29T10:23:23.594497Z,SEN-013,37882.33,-51.79,18.83,168.08,2734.72,344.11,17.81,34.41,ship
2025-09-08T08:03:14.578694Z,SEN-020,44481.37,-60.79,11.44,195.23,220.29,262.5,27.24,31.87,ambient_noise
2025-09-22T18:51:38.742815Z,SEN-049,35863.82,-66.42,2.09,57.15,1798.59,330.32,7.31,34.12,fish_school
2025-09-04T06:06:11.321483Z,SEN-035,40298.12,-52.15,-0.24,69.7,1172.24,394.57,21.82,37.81,ambient_noise
2025-09-09T23:40:47.321503Z,SEN-023,49555.3,-53.9,5.05,261.94,725.92,390.66,0.61,31.84,seafloor_reflection
2025-08-27T00:24:11.548042Z,SEN-042,6824.32,-51.81,-5.28,282.8,498.99,189.45,17.93,30.52,ambient_noise
2025-08-30T05:16:40.274277Z,SEN-033,48261.11,-75.42,-10.0,27.05,1169.67,116.94,9.04,32.04,fish_school
2025-09-24T08:50:39.976092Z,SEN-038,30099.77,-65.81,-0.76,356.43,1182.05,495.33,3.7,37.87,submarine
2025-09-23T17:21:22.358545Z,SEN-035,40681.33,-53.2,12.5,155.92,796.55,291.55,18.8,30.65,fish_school
2025-08-25T22:01:39.127965Z,SEN-036,32543.44,-76.62,-3.11,210.87,2315.26,350.76,0.87,30.3,fish_school
2025-09-23T07:46:30.845200Z,SEN-020,28544.89,-76.35,12.63,213.71,1910.52,23.07,4.69,31.21,whale
2025-09-13T22:38:13.576201Z,SEN-003,35210.59,-67.34,3.38,124.57,862.35,431.91,11.12,36.45,whale
2025-09-20T19:22:18.916779Z,SEN-008,16080.91,-52.27,19.62,196.12,1886.16,87.84,13.4,33.77,fish_school
2025-09-08T09:53:00.403186Z,SEN-040,46221.15,-59.89,5.19,210.02,2043.02,113.48,27.25,32.71,sonar_ping
2025-09-10T05:41:59.603460Z,SEN-032,5853.1,-54.93,6.3,273.87,475.55,60.48,10.05,35.26,fish_school
2025-09-09T10:26:25.033409Z,SEN-029,15969.76,-69.84,4.0,238.25,177.46,191.1,1.53,30.77,ship
2025-09-14T18:36:46.852943Z,SEN-007,1655.0,-69.94,4.16,160.8,30.69,211.83,28.87,35.57,whale
2025-08-29T23:01:10.749711Z,SEN-002,13639.02,-46.08,10.7,68.88,1811.51,172.25,24.92,32.43,fish_school
2025-08-26T16:03:06.242333Z,SEN-021,10988.83,-55.75,12.29,9.06,729.22,205.16,6.82,36.85,submarine
2025-09-04T00:10:49.105987Z,SEN-006,2576.58,-70.75,9.63,234.67,424.43,34.96,15.46,35.79,ambient_noise
2025-09-15T21:50:27.234396Z,SEN-028,24639.53,-79.78,-0.19,171.97,1770.21,297.4,4.66,37.02,ambient_noise
2025-08-31T19:48:18.845286Z,SEN-048,23484.94,-74.08,13.25,347.59,749.55,494.3,28.67,31.48,ambient_noise
2025-09-14T23:20:31.564561Z,SEN-042,3979.5,-70.57,0.32,35.39,167.43,89.23,15.49,31.19,ambient_noise
